"","chromosome_name","start_position","end_position","hgnc_symbol"
"14432","6",44387706,44450425,"CDC5L"
"14433","1",37692481,37709719,"CDCA8"
"14434","16",64943753,65126112,"CDH11"
"14435","16",89171748,89195492,"CDH15"
"14436","7",105876796,106036432,"CDHR3"
"14437","CHR_HSCHR11_1_CTG8",616823,626336,"CDHR5"
"14438","11",616577,626078,"CDHR5"
"14439","CHR_HSCHR16_3_CTG1",4512634,4526261,"CDIP1"
"14440","16",4510669,4538828,"CDIP1"
"14441","16",29858357,29863414,"CDIPT"
"14442","12",55966781,55972789,"CDK2"
"14443","20",33358839,33401561,"CDK5RAP1"
"14444","9",120388875,120580170,"CDK5RAP2"
"14445","17",47967810,47981781,"CDK5RAP3"
"14446","9",127785679,127790792,"CDK9"
"14447","6",20534457,21232404,"CDKAL1"
"14448","9",21967752,21995301,"CDKN2A"
"14449","5",134402065,134411881,"CDKN2AIPNL"
"14450","17",15436015,15475728,"CDRT4"
"14451","3",133573686,133590261,"CDV3"
"14452","12",51328442,51346679,"CELA1"
"14453","18",37243040,37565827,"CELF4"
"14454","3",48636463,48662886,"CELSR3"
"14455","6",49463370,49493107,"CENPQ"
"14456","6",84124241,84227643,"CEP162"
"14457","11",93661682,93730358,"CEP295"
"14458","17",78870910,78903217,"CEP295NL"
"14459","10",93496612,93529092,"CEP55"
"14460","11",95789965,95832693,"CEP57"
"14461","9",78236062,78279690,"CEP78"
"14462","1",26234200,26278808,"CEP85"
"14463","6",118460772,118710075,"CEP85L"
"14464","19",32875925,32971991,"CEP89"
"14465","17",64506865,64542461,"CEP95"
"14466","1",111139479,111185104,"CEPT1"
"14467","9",14719724,14722733,"CER1"
"14468","15",100400395,100544995,"CERS3"
"14469","12",50129289,50167533,"CERS5"
"14470","16",66988589,67010417,"CES4A"
"14471","CHR_HSCHR16_1_CTG3_1",55843031,55952925,"CES5A"
"14472","16",55846154,55956031,"CES5A"
"14473","1",161364733,161367876,"CFAP126"
"14474","21",32592079,32612603,"CFAP298"
"14475","20",20052514,20360703,"CFAP61"
"14476","1",1921951,2003837,"CFAP74"
"14477","14",34709113,34714823,"CFL2"
"14478","X",47623172,47630305,"CFP"
"14479","6",87085498,87095106,"CGA"
"14480","15",57375967,57550717,"CGNL1"
"14481","22",41229510,41240931,"CHADL"
"14482","21",36385392,36419015,"CHAF1B"
"14483","22",28687743,28742422,"CHEK2"
"14484","11",68052859,68121444,"CHKA"
"14485","X",85861180,86047561,"CHM"
"14486","3",87227271,87255556,"CHMP2B"
"14487","20",33811348,33854366,"CHMP4B"
"14488","2",174798809,175005381,"CHN1"
"14489","7",29146569,29514328,"CHN2"
"14490","7",151232483,151240979,"CHPF2"
"14491","11",74696429,74731426,"CHRDL2"
"14492","11",46383789,46391776,"CHRM4"
"14493","8",27459756,27479883,"CHRNA2"
"14494","17",4897771,4934438,"CHRNE"
"14495","16",69118010,69132588,"CHTF8"
"14496","2",96266159,96274173,"CIAO1"
"14497","16",57428187,57447420,"CIAPIN1"
"14498","15",78104606,78131535,"CIB2"
"14499","19",42268537,42295797,"CIC"
"14500","18",12254361,12277595,"CIDEA"
"14501","19",19538248,19546659,"CILP2"
"14502","14",102341102,102362916,"CINP"
"14503","12",119685791,119877320,"CIT"
"14504","14",103519667,103522833,"CKB"
"14505","16",66552563,66566251,"CKLF"
"14506","1",154974653,154979251,"CKS1B"
"14507","14",104985775,105010482,"CLBA1"
"14508","3",184346185,184361650,"CLCN2"
"14509","4",169612633,169723673,"CLCN3"
"14510","3",170418868,170454733,"CLDN11"
"14511","7",90383721,90513402,"CLDN12"
"14512","3",190322541,190412138,"CLDN16"
"14513","7",73799542,73832690,"CLDN4"
"14514","CHR_HG2087_PATCH",7259903,7263983,"CLDN7"
"14515","17",7259903,7263983,"CLDN7"
"14516","3",98497912,98523066,"CLDND1"
"14517","12",9985642,10013424,"CLEC1B"
"14518","12",9664969,9699553,"CLEC2D"
"14519","7",141927357,141947007,"CLEC5A"
"14520","12",10030678,10066031,"CLEC9A"
"14521","9",136994608,136996568,"CLIC3"
"14522","1",24745382,24844321,"CLIC4"
"14523","6",45880827,46080348,"CLIC5"
"14524","21",34668994,34718227,"CLIC6"
"14525","13",76990660,77019143,"CLN5"
"14526","10",127877841,127892941,"CLRN3"
"14527","8",61057158,61501645,"CLVS1"
"14528","14",24505353,24508265,"CMA1"
"14529","12",22046218,22065674,"CMAS"
"14530","3",28241584,28325142,"CMC1"
"14531","X",155061622,155071136,"CMC4"
"14532","12",108288044,108339317,"CMKLR1"
"14533","1",47333790,47394866,"CMPK1"
"14534","3",99817837,100181732,"CMSS1"
"14535","16",66614750,66696743,"CMTM4"
"14536","3",32481312,32502852,"CMTM6"
"14537","3",32391698,32483067,"CMTM7"
"14538","3",32238679,32370321,"CMTM8"
"14539","4",47935977,48016681,"CNGA1"
"14540","11",6234765,6244479,"CNGA4"
"14541","1",94896949,94927223,"CNN3"
"14542","5",180494379,180578358,"CNOT6"
"14543","8",17224966,17246878,"CNOT7"
"14544","7",100119634,100125508,"CNPY4"
"14545","9",34551432,34590140,"CNTFR"
"14546","9",39064710,39288315,"CNTNAP3"
"14547","2",98599314,98608515,"COA5"
"14548","1",52684449,52698347,"COA7"
"14549","7",51016212,51316818,"COBL"
"14550","14",30874514,30895065,"COCH"
"14551","17",73193055,73208507,"COG1"
"14552","CHR_HG2266_PATCH",107201555,107564647,"COG5"
"14553","7",107201372,107564261,"COG5"
"14554","16",23388493,23453189,"COG7"
"14555","16",69320140,69339583,"COG8"
"14556","10",69801880,69964275,"COL13A1"
"14557","13",110305812,110513209,"COL4A2"
"14558","3",48564073,48595329,"COL7A1"
"14559","6",70216040,70303084,"COL9A1"
"14560","10",22316386,22320306,"COMMD3"
"14561","20",32702699,32743467,"COMMD7"
"14562","19",18782773,18791305,"COMP"
"14563","19",18899514,18919387,"COPE"
"14564","15",49106068,49155661,"COPS2"
"14565","2",237085882,237100474,"COPS8"
"14566","9",128322544,128334072,"COQ4"
"14567","12",120503279,120534434,"COQ5"
"14568","1",226940286,226987544,"COQ8A"
"14569","16",30182827,30189076,"CORO1A"
"14570","15",68578993,68727806,"CORO2B"
"14571","1",10450031,10451998,"CORT"
"14572","17",14069490,14231736,"COX10"
"14573","14",70325081,70416984,"COX16"
"14574","1",244835616,244845057,"COX20"
"14575","15",74919791,74938083,"COX5A"
"14576","3",149162410,149221829,"CP"
"14577","7",130266863,130289798,"CPA2"
"14578","CHR_HSCHR15_5_CTG8",82622289,82720771,"CPEB1"
"14579","15",82543201,82648861,"CPEB1"
"14580","18",59275156,59318649,"CPLX4"
"14581","8",86514435,86561498,"CPNE3"
"14582","3",131533555,132285410,"CPNE4"
"14583","2",210477682,210679107,"CPS1"
"14584","14",92121969,92172145,"CPSF2"
"14585","2",9423651,9473101,"CPSF3"
"14586","1",53196792,53214197,"CPT2"
"14587","1",1324756,1328896,"CPTP"
"14588","11",46277662,46321409,"CREB3L1"
"14589","2",101345550,101387503,"CREG2"
"14590","CHR_HSCHR2_1_CTG5",36361959,36362656,"CRIM1"
"14591","2",36355778,36551135,"CRIM1"
"14592","6",49834257,49877096,"CRISP1"
"14593","8",74984505,75034558,"CRISPLD1"
"14594","4",5748084,5893086,"CRMP1"
"14595","11",122838500,122872643,"CRTAM"
"14596","3",33114014,33147773,"CRTAP"
"14597","19",47819779,47843330,"CRX"
"14598","12",106991364,107093549,"CRY1"
"14599","21",43169008,43172805,"CRYAA"
"14600","22",25212564,25231870,"CRYBB2"
"14601","2",208160740,208163589,"CRYGA"
"14602","1",74705482,74733408,"CRYZ"
"14603","21",33589341,33643926,"CRYZL1"
"14604","5",150053291,150113372,"CSF1R"
"14605","15",74782080,74803197,"CSK"
"14606","4",69931068,69946574,"CSN1S1"
"14607","4",70238382,70251474,"CSN3"
"14608","5",149492982,149551471,"CSNK1A1"
"14609","15",75674322,75712848,"CSPG4"
"14610","11",19182030,19210571,"CSRP3"
"14611","CHR_HG2213_PATCH",48539031,48867468,"CTIF"
"14612","18",48539031,48863217,"CTIF"
"14613","1",9848276,9910336,"CTNNBIP1"
"14614","17",3636459,3663103,"CTNS"
"14615","11",88265069,88359684,"CTSC"
"14616","1",150794880,150809577,"CTSK"
"14617","11",65879809,65883741,"CTSW"
"14618","1",112396214,112463456,"CTTNBP2NL"
"14619","16",88706483,88715396,"CTU2"
"14620","10",102423245,102432584,"CUEDC2"
"14621","3",39263495,39281735,"CX3CR1"
"14622","4",77511753,77611834,"CXCL13"
"14623","17",4733533,4739928,"CXCL16"
"14624","19",42428278,42442946,"CXCL17"
"14625","4",74097040,74099196,"CXCL2"
"14626","4",74036589,74038807,"CXCL3"
"14627","4",73995642,73998677,"CXCL5"
"14628","3",45940933,45948351,"CXCR6"
"14629","18",50282343,50287839,"CXXC1"
"14630","1",109494052,109502932,"CYB561D1"
"14631","3",50350845,50358460,"CYB561D2"
"14632","18",74250846,74291973,"CYB5A"
"14633","17",7857746,7862282,"CYB5D1"
"14634","1",202961873,202967275,"CYB5R1"
"14635","22",42615730,42720870,"CYB5R3"
"14636","17",82440912,82450829,"CYBC1"
"14637","8",144095039,144097525,"CYC1"
"14638","CHR_HSCHR15_1_CTG3",22903706,22981018,"CYFIP1"
"14639","CHR_HG2365_PATCH",23539361,23616629,"CYFIP1"
"14640","15",22867052,22981063,"CYFIP1"
"14641","16",50742050,50801935,"CYLD"
"14642","8",142872356,142879846,"CYP11B1"
"14643","10",102830531,102837472,"CYP17A1"
"14644","15",74748845,74756607,"CYP1A2"
"14645","2",218781749,218815293,"CYP27A1"
"14646","4",107931549,107953461,"CYP2U1"
"14647","7",983181,989640,"CYP2W1"
"14648","8",58490178,58500163,"CYP7A1"
"14649","8",64587763,64798737,"CYP7B1"
"14650","2",10056473,10080944,"CYS1"
"14651","2",157414619,157488961,"CYTIP"
"14652","4",5014586,5019458,"CYTL1"
"14653","21",26466209,26573286,"CYYR1"
"14654","6",39792298,39904877,"DAAM2"
"14655","X",86148451,86832604,"DACH2"
"14656","7",6409126,6484190,"DAGLB"
"14657","4",52712325,52723623,"DANCR"
"14658","19",12965159,12974760,"DAND5"
"14659","12",108858932,108901043,"DAO"
"14660","15",63907036,64072033,"DAPK2"
"14661","1",173824653,173858808,"DARS2"
"14662","19",1407569,1435687,"DAZAP1"
"14663","20",45406057,45410610,"DBNDD2"
"14664","19",48630030,48637379,"DBP"
"14665","3",138160988,138174949,"DBR1"
"14666","1",32209089,32216192,"DCDC2B"
"14667","4",70992538,71030914,"DCK"
"14668","13",35768652,36131382,"DCLK1"
"14669","CHR_HG1815_PATCH",1946053,2004535,"DCP1B"
"14670","12",1946053,2004535,"DCP1B"
"14671","9",34613545,34620523,"DCTN3"
"14672","8",30156319,30183639,"DCTN6"
"14673","16",20854925,20900358,"DCUN1D3"
"14674","4",51843000,51916837,"DCUN1D4"
"14675","17",82035136,82037709,"DCXR"
"14676","1",20651767,20661544,"DDOST"
"14677","11",108665058,108940999,"DDX10"
"14678","22",38483438,38507660,"DDX17"
"14679","16",70346861,70373383,"DDX19A"
"14680","10",68956135,68985068,"DDX21"
"14681","12",48829756,48852842,"DDX23"
"14682","11",125903348,125943702,"DDX25"
"14683","5",55738017,55817157,"DDX4"
"14684","17",63773603,63819317,"DDX42"
"14685","17",64498254,64508199,"DDX5"
"14686","1",200623896,200669907,"DDX59"
"14687","4",168216291,168318883,"DDX60"
"14688","CHR_HSCHR11_1_CTG8",646472,677067,"DEAF1"
"14689","11",644233,707118,"DEAF1"
"14690","CHR_HSCHR16_CTG2",401826,412487,"DECR2"
"14691","16",401858,412487,"DECR2"
"14692","5",60596912,60700190,"DEPDC1B"
"14693","22",31753867,31908033,"DEPDC5"
"14694","8",119873717,120050918,"DEPTOR"
"14695","11",93329971,93438487,"DEUP1"
"14696","11",75759512,75801535,"DGAT2"
"14697","22",19036282,19122454,"DGCR2"
"14698","12",55927319,55954027,"DGKA"
"14699","17",56834107,56869567,"DGKE"
"14700","13",42040036,42256578,"DGKH"
"14701","7",137381037,137847092,"DGKI"
"14702","4",958887,986895,"DGKQ"
"14703","1",54849627,54887195,"DHCR24"
"14704","19",48933699,48944969,"DHDH"
"14705","14",23630115,23645639,"DHRS2"
"14706","10",12068954,12123221,"DHTKD1"
"14707","4",24517441,24584554,"DHX15"
"14708","16",72093613,72112912,"DHX38"
"14709","12",122207663,122227456,"DIABLO"
"14710","1",53891239,53911086,"DIO1"
"14711","1",231626790,232041272,"DISC1"
"14712","1",222815022,223005995,"DISP1"
"14713","X",154762742,154777689,"DKC1"
"14714","10",52314281,52318042,"DKK1"
"14715","11",11956207,12009769,"DKK3"
"14716","8",42374063,42377229,"DKK4"
"14717","19",49361783,49375116,"DKKL1"
"14718","13",50519364,50843939,"DLEU7"
"14719","14",55148112,55191608,"DLGAP5"
"14720","15",40929340,40939073,"DLL4"
"14721","14",74881891,74903743,"DLST"
"14722","17",49990005,49995224,"DLX3"
"14723","9",7796500,7888380,"DMAC1"
"14724","1",44213455,44220681,"DMAP1"
"14725","19",35497220,35513658,"DMKN"
"14726","X",72776890,72848803,"DMRTC1B"
"14727","8",22048995,22082527,"DMTN"
"14728","5",119037772,119249138,"DMXL1"
"14729","17",78423697,78577396,"DNAH17"
"14730","17",7717744,7833742,"DNAH2"
"14731","CHR_HSCHR16_3_CTG1",4427764,4458734,"DNAJA3"
"14732","16",4425805,4456775,"DNAJA3"
"14733","11",73951026,73970366,"DNAJB13"
"14734","2",219279342,219286898,"DNAJB2"
"14735","1",77979175,78017964,"DNAJB4"
"14736","10",21756548,22003769,"DNAJC1"
"14737","1",6634168,6701924,"DNAJC11"
"14738","3",180983697,180989774,"DNAJC19"
"14739","9",111631334,111654351,"DNAJC25"
"14740","13",95677139,95794988,"DNAJC3"
"14741","20",63895126,63936031,"DNAJC5"
"14742","9",136359480,136363744,"DNLZ"
"14743","1",172138397,172144840,"DNM3OS"
"14744","20",32762385,32809359,"DNMT3B"
"14745","CHR_HSCHR17_1_CTG1",142789,180568,"DOC2B"
"14746","17",142789,181650,"DOC2B"
"14747","10",126905409,127452517,"DOCK1"
"14748","5",169637268,170083382,"DOCK2"
"14749","8",25184689,25418082,"DOCK5"
"14750","2",74549026,74557551,"DOK1"
"14751","20",54475593,54651169,"DOK5"
"14752","4",3463306,3501473,"DOK7"
"14753","9",128945530,128947603,"DOLK"
"14754","9",137110546,137115177,"DPP7"
"14755","19",32405543,32485895,"DPY19L3"
"14756","1",97077743,97995000,"DPYD"
"14757","1",111117163,111140203,"DRAM2"
"14758","17",18087892,18107970,"DRG2"
"14759","18",31058840,31102522,"DSC2"
"14760","8",119833976,119855894,"DSCC1"
"14761","CHR_HSCHR18_2_CTG2",67576031,67586429,"DSEL"
"14762","18",67506587,67516720,"DSEL"
"14763","20",18587942,18766644,"DTD1"
"14764","1",212035553,212107400,"DTL"
"14765","5",118836074,118988547,"DTWD2"
"14766","2",241675747,241686944,"DTYMK"
"14767","15",45129933,45165576,"DUOX1"
"14768","5",172768096,172771195,"DUSP1"
"14769","10",110497907,110511533,"DUSP5"
"14770","3",184155377,184173614,"DVL3"
"14771","CHR_HSCHR6_MHC_COX_CTG1",31957356,31959838,"DXO"
"14772","CHR_HSCHR6_MHC_MCF_CTG1",32046253,32048735,"DXO"
"14773","CHR_HSCHR6_MHC_QBL_CTG1",31960187,31962669,"DXO"
"14774","CHR_HSCHR6_MHC_DBB_CTG1",31951992,31954474,"DXO"
"14775","CHR_HSCHR6_MHC_SSTO_CTG1",31962464,31964946,"DXO"
"14776","6",31969810,31972290,"DXO"
"14777","16",66720893,66751609,"DYNC1LI2"
"14778","20",34516395,34540958,"DYNLRB1"
"14779","21",37365573,37526358,"DYRK1A"
"14780","2",71453561,71686763,"DYSF"
"14781","2",206651621,206721570,"DYTN"
"14782","8",85177154,85217158,"E2F5"
"14783","1",52895910,52927212,"ECHDC2"
"14784","10",11742366,11764070,"ECHDC3"
"14785","16",2239402,2252300,"ECI1"
"14786","6",4115693,4135597,"ECI2"
"14787","14",20768404,20770948,"EDDM3B"
"14788","20",35115364,35147336,"EDEM2"
"14789","1",41478775,41484683,"EDN2"
"14790","20",59300443,59325992,"EDN3"
"14791","12",92770637,92929331,"EEA1"
"14792","11",86244753,86278813,"EED"
"14793","3",184249695,184293031,"EEF1AKMT4-ECE2"
"14794","6",8073360,8102559,"EEF1E1"
"14795","11",62559596,62574086,"EEF1G"
"14796","16",5084284,5097795,"EEF2KMT"
"14797","1",63523372,63572693,"EFCAB7"
"14798","2",55865967,55924139,"EFEMP1"
"14799","11",65866441,65873592,"EFEMP2"
"14800","X",44147872,44343672,"EFHC2"
"14801","2",232606057,232682776,"EFHD1"
"14802","5",107376894,107670937,"EFNA5"
"14803","17",7705202,7711372,"EFNB3"
"14804","9",136658856,136672678,"EGFL7"
"14805","5",38258409,38465480,"EGFLAM"
"14806","19",40798996,40808434,"EGLN2"
"14807","8",22687659,22693480,"EGR3"
"14808","2",62673851,63046487,"EHBP1"
"14809","15",41895933,41972557,"EHD4"
"14810","3",185190624,185281990,"EHHADH"
"14811","9",137618992,137870016,"EHMT1"
"14812","19",39538707,39540161,"EID2"
"14813","3",40309707,40312424,"EIF1B"
"14814","1",44850522,44986722,"EIF2B3"
"14815","1",206571292,206612465,"EIF2D"
"14816","19",10115014,10119918,"EIF3G"
"14817","22",31436977,31496108,"EIF4ENIF1"
"14818","2",99337371,99401326,"EIF5B"
"14819","20",35278907,35284985,"EIF6"
"14820","18",50967991,50988121,"ELAC1"
"14821","22",37367960,37427479,"ELFN2"
"14822","20",46366050,46432985,"ELMO2"
"14823","4",140524168,140553770,"ELMOD2"
"14824","2",85354394,85391752,"ELMOD3"
"14825","16",2771414,2777289,"ELOB"
"14826","19",11551147,11559230,"ELOF1"
"14827","18",36129444,36180557,"ELP2"
"14828","11",31509755,31790324,"ELP4"
"14829","3",47495640,47513712,"ELP6"
"14830","8",108443601,108489196,"EMC2"
"14831","15",34084017,34101862,"EMC7"
"14832","12",6970913,6979936,"EMG1"
"14833","2",42169353,42332548,"EML4"
"14834","5",74627406,74641424,"ENC1"
"14835","11",95089846,95132645,"ENDOD1"
"14836","9",127815013,127854658,"ENG"
"14837","10",24981979,25062279,"ENKUR"
"14838","4",82430590,82461177,"ENOPH1"
"14839","X",130622325,130903234,"ENOX2"
"14840","17",79730943,79742219,"ENPP7"
"14841","9",137048107,137054061,"ENTPD2"
"14842","3",40387184,40428744,"ENTPD3"
"14843","20",25195693,25228075,"ENTPD6"
"14844","12",131949942,132080460,"EP400"
"14845","1",28887091,29120046,"EPB41"
"14846","20",36091504,36232799,"EPB41L1"
"14847","6",130839347,131063322,"EPB41L2"
"14848","9",109171974,109321059,"EPB41L4B"
"14849","CHR_HG708_PATCH",143390289,143408856,"EPHA1"
"14850","7",143390289,143408856,"EPHA1"
"14851","1",16124337,16156069,"EPHA2"
"14852","2",221418027,221574202,"EPHA4"
"14853","3",184561785,184582408,"EPHB3"
"14854","1",225810124,225845563,"EPHX1"
"14855","8",27490781,27545564,"EPHX2"
"14856","6",145382535,145736023,"EPM2A"
"14857","3",36985043,36993131,"EPM2AIP1"
"14858","17",50532682,50543750,"EPN3"
"14859","20",45540626,45547752,"EPPIN"
"14860","2",211375717,212538841,"ERBB4"
"14861","9",95871264,96121154,"ERCC6L2"
"14862","5",172834251,172952792,"ERGIC1"
"14863","20",35542038,35557634,"ERGIC3"
"14864","8",9002147,9116746,"ERI1"
"14865","8",37736601,37758422,"ERLIN2"
"14866","17",64039080,64130819,"ERN1"
"14867","6",151656691,152129619,"ESR1"
"14868","14",76310712,76501837,"ESRRB"
"14869","X",104250038,104254933,"ESX1"
"14870","5",138506095,138543236,"ETF1"
"14871","15",76188555,76311730,"ETFA"
"14872","11",128458761,128587558,"ETS1"
"14873","19",35641745,35644871,"ETV2"
"14874","12",11649674,11895377,"ETV6"
"14875","17",31303770,31314105,"EVI2B"
"14876","19",7830218,7864976,"EVI5L"
"14877","14",69191498,69244020,"EXD2"
"14878","6",485154,693139,"EXOC2"
"14879","5",443175,471937,"EXOC3"
"14880","2",72175984,72826041,"EXOC6B"
"14881","17",76081016,76121576,"EXOC7"
"14882","1",11066618,11099869,"EXOSC10"
"14883","19",41386371,41397362,"EXOSC5"
"14884","13",36998816,37025881,"EXOSC8"
"14885","X",154835788,155026940,"F8"
"14886","2",88122982,88128062,"FABP1"
"14887","8",81458253,81461579,"FABP9"
"14888","9",127940582,127980989,"FAM102A"
"14889","8",57994523,58204279,"FAM110B"
"14890","11",59142748,59155039,"FAM111A"
"14891","5",153990148,154038936,"FAM114A2"
"14892","9",93451685,93566112,"FAM120A"
"14893","X",54068324,54183281,"FAM120C"
"14894","3",184335926,184348421,"FAM131A"
"14895","7",143353400,143362770,"FAM131B"
"14896","1",16057769,16073651,"FAM131C"
"14897","5",137937960,138051961,"FAM13B"
"14898","1",179743291,179816198,"FAM163A"
"14899","5",74777574,74866966,"FAM169A"
"14900","5",93617725,94111699,"FAM172A"
"14901","15",92617448,92809884,"FAM174B"
"14902","CHR_HSCHR14_7_CTG1",93918894,93929608,"FAM181A"
"14903","14",93918894,93929608,"FAM181A"
"14904","11",82729940,82733864,"FAM181B"
"14905","17",44899774,44905390,"FAM187A"
"14906","5",177519789,177554586,"FAM193B"
"14907","17",68535113,68601367,"FAM20A"
"14908","3",46612525,46626543,"FAM240A"
"14909","10",69630247,69633596,"FAM241B"
"14910","19",16185380,16192046,"FAM32A"
"14911","21",41304212,41357727,"FAM3B"
"14912","X",154444141,154450654,"FAM50A"
"14913","10",124619292,124744378,"FAM53B"
"14914","1",206186179,206204414,"FAM72A"
"14915","1",231018958,231040254,"FAM89A"
"14916","15",38454127,38487710,"FAM98B"
"14917","2",162170684,162245151,"FAP"
"14918","11",13668668,13732346,"FAR1"
"14919","6",5261044,5829192,"FARS2"
"14920","4",186587794,186726722,"FAT1"
"14921","6",99271168,99350062,"FAXC"
"14922","5",168529305,168530634,"FBLL1"
